category_list,funding_total_usd,status,country_code,category_funding,category_funding_key,countryKey,statusKey
Software,"$15,836,001 ",operating,USA,low,1,1,1
Software,"$12,500,000 ",operating,USA,low,1,1,1
Software,"$50,000 ",operating,USA,low,1,1,1
Software,"$2,071,730 ",operating,USA,low,1,1,1
Software,"$18,250,000 ",operating,USA,low,1,1,1
Software,"$300,000 ",operating,USA,low,1,1,1
Software,"$19,620,000 ",operating,USA,low,1,1,1
Software,"$185,000 ",operating,USA,low,1,1,1
Software,"$17,000,000 ",operating,USA,low,1,1,1
Software,"$16,000,000 ",operating,USA,low,1,1,1
Software,"$13,350,000 ",operating,USA,low,1,1,1
Software,"$1,500,000 ",operating,USA,low,1,1,1
Software,"$11,591,907 ",operating,USA,low,1,1,1
Software,"$3,416,215 ",operating,USA,low,1,1,1
Software,"$18,050,000 ",operating,USA,low,1,1,1
Software,"$13,000,000 ",operating,USA,low,1,1,1
Software,"$2,300,000 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$2,710,014 ",operating,USA,low,1,1,1
Software,"$650,000 ",operating,USA,low,1,1,1
Software,"$17,100,100 ",operating,USA,low,1,1,1
Software,"$650,000 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$19,100,000 ",operating,USA,low,1,1,1
Software,"$2,400,000 ",operating,USA,low,1,1,1
Software,"$740,000 ",operating,USA,low,1,1,1
Software,"$1,225,000 ",operating,USA,low,1,1,1
Software,"$2,056,919 ",operating,USA,low,1,1,1
Software,"$2,550,000 ",operating,USA,low,1,1,1
Software,"$12,000 ",operating,USA,low,1,1,1
Software,"$1,273,000 ",operating,USA,low,1,1,1
Software,"$1,510,005 ",operating,USA,low,1,1,1
Software,"$2,550,000 ",operating,USA,low,1,1,1
Software,"$800,000 ",operating,USA,low,1,1,1
Software,"$5,000,000 ",operating,USA,low,1,1,1
Software,"$3,500,000 ",operating,USA,low,1,1,1
Software,"$11,658,743 ",operating,USA,low,1,1,1
Software,"$90,000 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$250,000 ",operating,USA,low,1,1,1
Software,"$16,000,000 ",operating,USA,low,1,1,1
Software,"$120,000 ",operating,USA,low,1,1,1
Software,"$40,000 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$12,000,000 ",operating,USA,low,1,1,1
Software,"$1,100,000 ",operating,USA,low,1,1,1
Software,"$7,300,000 ",operating,USA,low,1,1,1
Software,"$4,606,538 ",operating,USA,low,1,1,1
Software,"$1,300,000 ",operating,USA,low,1,1,1
Software,"$1,670,000 ",operating,USA,low,1,1,1
Software,"$28,000 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$45,000 ",operating,USA,low,1,1,1
Software,"$4,500,000 ",operating,USA,low,1,1,1
Software,"$11,500,000 ",operating,USA,low,1,1,1
Software,"$20,995,129 ",operating,USA,low,1,1,1
Software,"$1,100,000 ",operating,USA,low,1,1,1
Software,"$1,280,000 ",operating,USA,low,1,1,1
Software,"$5,300,001 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$9,050,000 ",operating,USA,low,1,1,1
Software,"$17,000,000 ",operating,USA,low,1,1,1
Software,"$55,000 ",operating,USA,low,1,1,1
Software,"$23,376,606 ",operating,USA,low,1,1,1
Software,"$4,250,000 ",operating,USA,low,1,1,1
Software,"$4,500,000 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$3,028,000 ",operating,USA,low,1,1,1
Software,"$8,000,000 ",operating,USA,low,1,1,1
Software,"$21,625,000 ",operating,USA,low,1,1,1
Software,"$11,149,681 ",operating,USA,low,1,1,1
Software,"$13,600,000 ",operating,USA,low,1,1,1
Software,"$20,885,000 ",operating,USA,low,1,1,1
Software,"$7,700,000 ",operating,USA,low,1,1,1
Software,"$5,000,000 ",operating,USA,low,1,1,1
Software,"$4,026,891 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$9,000,000 ",operating,USA,low,1,1,1
Software,"$1,900,000 ",operating,USA,low,1,1,1
Software,"$3,735,202 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$9,235,625 ",operating,USA,low,1,1,1
Software,"$1,600,000 ",operating,USA,low,1,1,1
Software,"$2,997,562 ",operating,USA,low,1,1,1
Software,"$13,185,060 ",operating,USA,low,1,1,1
Software,"$18,200,000 ",operating,USA,low,1,1,1
Software,"$310,000 ",operating,USA,low,1,1,1
Software,"$8,100,000 ",operating,USA,low,1,1,1
Software,"$1,200,000 ",operating,USA,low,1,1,1
Software,"$3,800,000 ",operating,USA,low,1,1,1
Software,"$150,000 ",operating,USA,low,1,1,1
Software,"$5,000,000 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$1,894,796 ",operating,USA,low,1,1,1
Software,"$7,100,000 ",operating,USA,low,1,1,1
Software,"$1,754,998 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$51,020 ",operating,USA,low,1,1,1
Software,"$7,360,556 ",operating,USA,low,1,1,1
Software,"$5,124,996 ",operating,USA,low,1,1,1
Software,"$1,500,000 ",operating,USA,low,1,1,1
Software,"$383,000 ",operating,USA,low,1,1,1
Software,"$50,000 ",operating,USA,low,1,1,1
Software,"$12,399,999 ",operating,USA,low,1,1,1
Software,"$1,515,993 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$22,000,000 ",operating,USA,low,1,1,1
Software,"$4,444,200 ",operating,USA,low,1,1,1
Software,"$3,142,406 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$5,100,000 ",operating,USA,low,1,1,1
Software,"$25,000,000 ",operating,USA,low,1,1,1
Software,"$19,250,000 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$19,000,000 ",operating,USA,low,1,1,1
Software,"$20,000 ",operating,USA,low,1,1,1
Software,"$621,641 ",operating,USA,low,1,1,1
Software,"$8,330,000 ",operating,USA,low,1,1,1
Software,"$3,549,916 ",operating,USA,low,1,1,1
Software,"$250,000 ",operating,USA,low,1,1,1
Software,"$150,000 ",operating,USA,low,1,1,1
Software,"$1,400,000 ",operating,USA,low,1,1,1
Software,"$10,600,000 ",operating,USA,low,1,1,1
Software,"$3,928,230 ",operating,USA,low,1,1,1
Software,"$35,000 ",operating,USA,low,1,1,1
Software,"$554,508 ",operating,USA,low,1,1,1
Software,"$1,439,257 ",operating,USA,low,1,1,1
Software,"$264,000 ",operating,USA,low,1,1,1
Software,"$7,000,000 ",operating,USA,low,1,1,1
Software,"$3,500,000 ",operating,USA,low,1,1,1
Software,"$1,675,000 ",operating,USA,low,1,1,1
Software,"$4,022,000 ",operating,USA,low,1,1,1
Software,"$3,980,492 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$108,000 ",operating,USA,low,1,1,1
Software,"$5,000,000 ",operating,USA,low,1,1,1
Software,"$3,900,000 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$20,700,000 ",operating,USA,low,1,1,1
Software,"$8,000,000 ",operating,USA,low,1,1,1
Software,"$25,000,000 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$17,000,000 ",operating,USA,low,1,1,1
Software,"$3,928,270 ",operating,USA,low,1,1,1
Software,"$1,800,000 ",operating,USA,low,1,1,1
Software,"$4,000,000 ",operating,USA,low,1,1,1
Software,"$50,000 ",operating,USA,low,1,1,1
Software,"$14,253,858 ",operating,USA,low,1,1,1
Software,"$6,100,000 ",operating,USA,low,1,1,1
Software,"$322,000 ",operating,USA,low,1,1,1
Software,"$8,000,000 ",operating,USA,low,1,1,1
Software,"$100,000 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$21,533,301 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$1,650,000 ",operating,USA,low,1,1,1
Software,"$2,515,000 ",operating,USA,low,1,1,1
Software,"$18,750,000 ",operating,USA,low,1,1,1
Software,"$1,835,779 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$4,500,000 ",operating,USA,low,1,1,1
Software,"$20,000 ",operating,USA,low,1,1,1
Software,"$28,500 ",operating,USA,low,1,1,1
Software,"$6,300,000 ",operating,USA,low,1,1,1
Software,"$20,000,000 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$600,003 ",operating,USA,low,1,1,1
Software,"$21,800,000 ",operating,USA,low,1,1,1
Software,"$11,200,000 ",operating,USA,low,1,1,1
Software,"$11,500,000 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$650,000 ",operating,USA,low,1,1,1
Software,"$3,800,000 ",operating,USA,low,1,1,1
Software,"$7,634,742 ",operating,USA,low,1,1,1
Software,"$7,300,000 ",operating,USA,low,1,1,1
Software,"$200,000 ",operating,USA,low,1,1,1
Software,"$4,000,000 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$24,000,000 ",operating,USA,low,1,1,1
Software,"$1,500,000 ",operating,USA,low,1,1,1
Software,"$1,200,000 ",operating,USA,low,1,1,1
Software,"$1,200,000 ",operating,USA,low,1,1,1
Software,"$5,700,000 ",operating,USA,low,1,1,1
Software,"$2,700,000 ",operating,USA,low,1,1,1
Software,"$3,000,398 ",operating,USA,low,1,1,1
Software,"$3,500,000 ",operating,USA,low,1,1,1
Software,"$1,336,137 ",operating,USA,low,1,1,1
Software,"$250,000 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$2,200,000 ",operating,USA,low,1,1,1
Software,"$1,890,000 ",operating,USA,low,1,1,1
Software,"$55,000 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$11,200,000 ",operating,USA,low,1,1,1
Software,"$6,800,000 ",operating,USA,low,1,1,1
Software,"$4,947,195 ",operating,USA,low,1,1,1
Software,"$5,040,000 ",operating,USA,low,1,1,1
Software,"$8,500,000 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$450,000 ",operating,USA,low,1,1,1
Software,"$10,925,000 ",operating,USA,low,1,1,1
Software,"$2,327,337 ",operating,USA,low,1,1,1
Software,"$520,000 ",operating,USA,low,1,1,1
Software,"$125,000 ",operating,USA,low,1,1,1
Software,"$700,000 ",operating,USA,low,1,1,1
Software,"$125,000 ",operating,USA,low,1,1,1
Software,"$2,500,000 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$86,000 ",operating,USA,low,1,1,1
Software,"$18,000,000 ",operating,USA,low,1,1,1
Software,"$272,500 ",operating,USA,low,1,1,1
Software,"$3,103,918 ",operating,USA,low,1,1,1
Software,"$1,300,000 ",operating,USA,low,1,1,1
Software,"$1,500,000 ",operating,USA,low,1,1,1
Software,"$20,000 ",operating,USA,low,1,1,1
Software,"$630,000 ",operating,USA,low,1,1,1
Software,"$250,000 ",operating,USA,low,1,1,1
Software,"$3,500,000 ",operating,USA,low,1,1,1
Software,"$249,167 ",operating,USA,low,1,1,1
Software,"$655,000 ",operating,USA,low,1,1,1
Software,"$15,264,925 ",operating,USA,low,1,1,1
Software,"$703,630 ",operating,USA,low,1,1,1
Software,"$12,000,000 ",operating,USA,low,1,1,1
Software,"$20,000,000 ",operating,USA,low,1,1,1
Software,"$360,000 ",operating,USA,low,1,1,1
Software,"$1,550,000 ",operating,USA,low,1,1,1
Software,"$5,572,464 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$100,000 ",operating,USA,low,1,1,1
Software,"$21,445,695 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$9,349,999 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$350,000 ",operating,USA,low,1,1,1
Software,"$2,428,125 ",operating,USA,low,1,1,1
Software,"$800,000 ",operating,USA,low,1,1,1
Software,"$3,500,000 ",operating,USA,low,1,1,1
Software,"$123,450 ",operating,USA,low,1,1,1
Software,"$50,000 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$242,500 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$355,000 ",operating,USA,low,1,1,1
Software,"$1,200,000 ",operating,USA,low,1,1,1
Software,"$100,000 ",operating,USA,low,1,1,1
Software,"$96,000 ",operating,USA,low,1,1,1
Software,"$453,390 ",operating,USA,low,1,1,1
Software,"$800,000 ",operating,USA,low,1,1,1
Software,"$1,268,376 ",operating,USA,low,1,1,1
Software,"$866,000 ",operating,USA,low,1,1,1
Software,"$863,400 ",operating,USA,low,1,1,1
Software,"$197,000 ",operating,USA,low,1,1,1
Software,"$7,500,000 ",operating,USA,low,1,1,1
Software,"$444,963 ",operating,USA,low,1,1,1
Software,"$4,022,496 ",operating,USA,low,1,1,1
Software,"$100,000 ",operating,USA,low,1,1,1
Software,"$35,000 ",operating,USA,low,1,1,1
Software,"$300,000 ",operating,USA,low,1,1,1
Software,"$487,500 ",operating,USA,low,1,1,1
Software,"$225,000 ",operating,USA,low,1,1,1
Software,"$11,600,000 ",operating,USA,low,1,1,1
Software,"$812,500 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$4,400,000 ",operating,USA,low,1,1,1
Software,"$14,000,000 ",operating,USA,low,1,1,1
Software,"$5,000,000 ",operating,USA,low,1,1,1
Software,"$200,000 ",operating,USA,low,1,1,1
Software,"$1,100,000 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$4,359,346 ",operating,USA,low,1,1,1
Software,"$350,000 ",operating,USA,low,1,1,1
Software,"$3,022,385 ",operating,USA,low,1,1,1
Software,"$2,867,500 ",operating,USA,low,1,1,1
Software,"$2,136,552 ",operating,USA,low,1,1,1
Software,"$20,687,423 ",operating,USA,low,1,1,1
Software,"$400,000 ",operating,USA,low,1,1,1
Software,"$150,000 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$13,000,000 ",operating,USA,low,1,1,1
Software,"$1,500,000 ",operating,USA,low,1,1,1
Software,"$952,988 ",operating,USA,low,1,1,1
Software,"$9,000,000 ",operating,USA,low,1,1,1
Software,"$11,927,400 ",operating,USA,low,1,1,1
Software,"$12,500,000 ",operating,USA,low,1,1,1
Software,"$275,000 ",operating,USA,low,1,1,1
Software,"$984,625 ",operating,USA,low,1,1,1
Software,"$60,000 ",operating,USA,low,1,1,1
Software,"$2,075,000 ",operating,USA,low,1,1,1
Software,"$415,000 ",operating,USA,low,1,1,1
Software,"$11,000,000 ",operating,USA,low,1,1,1
Software,"$362,500 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$2,620,018 ",operating,USA,low,1,1,1
Software,"$325,002 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$30,000 ",operating,USA,low,1,1,1
Software,"$1,000 ",operating,USA,low,1,1,1
Software,"$491,280 ",operating,USA,low,1,1,1
Software,"$40,000 ",operating,USA,low,1,1,1
Software,"$710,710 ",operating,USA,low,1,1,1
Software,$875 ,operating,USA,low,1,1,1
Software,"$12,600,000 ",operating,USA,low,1,1,1
Software,"$620,000 ",operating,USA,low,1,1,1
Software,"$1,645,000 ",operating,USA,low,1,1,1
Software,"$77,500 ",operating,USA,low,1,1,1
Software,"$1,011,601 ",operating,USA,low,1,1,1
Software,"$450,000 ",operating,USA,low,1,1,1
Software,"$5,500,000 ",operating,USA,low,1,1,1
Software,"$2,100,000 ",operating,USA,low,1,1,1
Software,"$8,400,000 ",operating,USA,low,1,1,1
Software,"$250,000 ",operating,USA,low,1,1,1
Software,"$425,000 ",operating,USA,low,1,1,1
Software,"$135,000 ",operating,USA,low,1,1,1
Software,"$5,000,000 ",operating,USA,low,1,1,1
Software,"$12,500,000 ",operating,USA,low,1,1,1
Software,"$1,732,382 ",operating,USA,low,1,1,1
Software,"$950,000 ",operating,USA,low,1,1,1
Software,"$13,500,000 ",operating,USA,low,1,1,1
Software,"$16,000 ",operating,USA,low,1,1,1
Software,"$9,500,000 ",operating,USA,low,1,1,1
Software,"$1,675,000 ",operating,USA,low,1,1,1
Software,"$5,610,000 ",operating,USA,low,1,1,1
Software,"$3,100,000 ",operating,USA,low,1,1,1
Software,"$19,700,000 ",operating,USA,low,1,1,1
Software,"$5,000,000 ",operating,USA,low,1,1,1
Software,"$1,980,881 ",operating,USA,low,1,1,1
Software,"$616,000 ",operating,USA,low,1,1,1
Software,"$21,000,000 ",operating,USA,low,1,1,1
Software,"$1,119,109 ",operating,USA,low,1,1,1
Software,"$1,500,000 ",operating,USA,low,1,1,1
Software,"$5,850,000 ",operating,USA,low,1,1,1
Software,"$150,000 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$25,000,000 ",operating,USA,low,1,1,1
Software,"$3,850,000 ",operating,USA,low,1,1,1
Software,"$11,200,000 ",operating,USA,low,1,1,1
Software,"$11,700,000 ",operating,USA,low,1,1,1
Software,"$1,800,000 ",operating,USA,low,1,1,1
Software,"$2,250,000 ",operating,USA,low,1,1,1
Software,"$1,250,000 ",operating,USA,low,1,1,1
Software,"$24,000,000 ",operating,USA,low,1,1,1
Software,"$8,300,000 ",operating,USA,low,1,1,1
Software,"$5,831,783 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$1,049,997 ",operating,USA,low,1,1,1
Software,"$1,500,000 ",operating,USA,low,1,1,1
Software,"$2,100,000 ",operating,USA,low,1,1,1
Software,"$6,500,000 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$5,000,000 ",operating,USA,low,1,1,1
Software,"$713,000 ",operating,USA,low,1,1,1
Software,"$83,635 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$2,250,000 ",operating,USA,low,1,1,1
Software,"$258,312 ",operating,USA,low,1,1,1
Software,"$50,000 ",operating,USA,low,1,1,1
Software,"$2,329,837 ",operating,USA,low,1,1,1
Software,"$7,365,000 ",operating,USA,low,1,1,1
Software,"$5,600,000 ",operating,USA,low,1,1,1
Software,"$8,332,219 ",operating,USA,low,1,1,1
Software,"$1,850,000 ",operating,USA,low,1,1,1
Software,"$1,500,000 ",operating,USA,low,1,1,1
Software,"$4,000,000 ",operating,USA,low,1,1,1
Software,"$586,161 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$4,000,000 ",operating,USA,low,1,1,1
Software,"$7,000,000 ",operating,USA,low,1,1,1
Software,"$1,325,000 ",operating,USA,low,1,1,1
Software,"$12,000,000 ",operating,USA,low,1,1,1
Software,"$200,000 ",operating,USA,low,1,1,1
Software,"$1,830,830 ",operating,USA,low,1,1,1
Software,"$11,250,000 ",operating,USA,low,1,1,1
Software,"$60,000 ",operating,USA,low,1,1,1
Software,"$3,750,000 ",operating,USA,low,1,1,1
Software,"$21,250,027 ",operating,USA,low,1,1,1
Software,"$5,100,000 ",operating,USA,low,1,1,1
Software,"$6,399,980 ",operating,USA,low,1,1,1
Software,"$460,000 ",operating,USA,low,1,1,1
Software,"$12,453,432 ",operating,USA,low,1,1,1
Software,"$1,091,524 ",operating,USA,low,1,1,1
Software,"$24,600,000 ",operating,USA,low,1,1,1
Software,"$2,210,000 ",operating,USA,low,1,1,1
Software,"$45,000 ",operating,USA,low,1,1,1
Software,"$650,998 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$749,000 ",operating,USA,low,1,1,1
Software,"$1,250,000 ",operating,USA,low,1,1,1
Software,"$2,500,000 ",operating,USA,low,1,1,1
Software,"$3,870,500 ",operating,USA,low,1,1,1
Software,"$2,225,000 ",operating,USA,low,1,1,1
Software,"$3,030,000 ",operating,USA,low,1,1,1
Software,"$23,416,000 ",operating,USA,low,1,1,1
Software,"$50,000 ",operating,USA,low,1,1,1
Software,"$150,000 ",operating,USA,low,1,1,1
Software,"$18,973,011 ",operating,USA,low,1,1,1
Software,"$250,000 ",operating,USA,low,1,1,1
Software,"$200,000 ",operating,USA,low,1,1,1
Software,"$40,000 ",operating,USA,low,1,1,1
Software,"$1,700,000 ",operating,USA,low,1,1,1
Software,"$1,100,000 ",operating,USA,low,1,1,1
Software,"$690,000 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$1,450,000 ",operating,USA,low,1,1,1
Software,"$1,000,000 ",operating,USA,low,1,1,1
Software,"$5,705,841 ",operating,USA,low,1,1,1
Software,"$2,400,000 ",operating,USA,low,1,1,1
Software,"$5,500,000 ",operating,USA,low,1,1,1
Software,"$2,166,667 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$13,500,000 ",operating,USA,low,1,1,1
Software,"$1,100,000 ",operating,USA,low,1,1,1
Software,"$6,014,820 ",operating,USA,low,1,1,1
Software,"$180,000 ",operating,USA,low,1,1,1
Software,"$1,900,000 ",operating,USA,low,1,1,1
Software,"$250,000 ",operating,USA,low,1,1,1
Software,"$694,281 ",operating,USA,low,1,1,1
Software,"$6,343,501 ",operating,USA,low,1,1,1
Software,"$3,662,412 ",operating,USA,low,1,1,1
Software,"$10,000,000 ",operating,USA,low,1,1,1
Software,"$100,000 ",operating,USA,low,1,1,1
Software,"$100,000 ",operating,USA,low,1,1,1
Software,"$1,957,470 ",operating,USA,low,1,1,1
Software,"$13,000,000 ",operating,USA,low,1,1,1
Software,"$1,300,000 ",operating,USA,low,1,1,1
Software,"$3,575,000 ",operating,USA,low,1,1,1
Software,"$8,362,387 ",operating,USA,low,1,1,1
Software,"$17,793,058 ",operating,USA,low,1,1,1
Software,"$2,642,814 ",operating,USA,low,1,1,1
Software,"$3,681,875 ",operating,USA,low,1,1,1
Software,"$14,569,092 ",operating,USA,low,1,1,1
Software,"$6,000,000 ",operating,USA,low,1,1,1
Software,"$3,000,000 ",operating,USA,low,1,1,1
Software,"$412,500 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$10,000 ",operating,USA,low,1,1,1
Software,"$750,000 ",operating,USA,low,1,1,1
Software,"$400,000 ",operating,USA,low,1,1,1
Software,"$4,350,999 ",operating,USA,low,1,1,1
Software,"$500,000 ",operating,USA,low,1,1,1
Software,"$891,772 ",operating,USA,low,1,1,1
Software,"$5,550,500 ",operating,USA,low,1,1,1
Software,"$325,000 ",operating,USA,low,1,1,1
Software,"$1,600,000 ",operating,USA,low,1,1,1
Software,"$2,000,000 ",operating,USA,low,1,1,1
Software,"$176,615 ",operating,USA,low,1,1,1
Software,"$39,000 ",operating,USA,low,1,1,1
Software,"$249,990 ",operating,USA,low,1,1,1
Software,"$98,000 ",operating,USA,low,1,1,1
